name,address1,address2,address3,city,pincode,tel1,tel2,mobile
Bhavna Chemist,"#85,","L.T. Nagar, M.G. Road No. 5,",Goregaon West,Mumbai,400062,28735871,,
Bhavri Medical & General Stores,"#32/4, Kamar Co-operative Houseing,","Pattae Bapurao, Opposite Geeta Bhavan Hotel,",Grant Road,Mumbai,400007,23000972,23000973,9892789694
Bhavya Medical And General Stores,"Glamour Building,","Shop #1, S.B.S. Road,",Colaba,Mumbai,400005,22813077,22836756,
Bhawani Medical,"Shop #1, Ground Floor,","Juhu Tara Road,  ",Bhandup West,Mumbai,400078,25959982,25959451,9224771541
Bhawani Medical & General Stores,"Kokan Nagar,","Kokan Nagar Road,",Bhandup West,Mumbai,400078,25949002,,
Bhawarlal Vjain,"Pupala Sadan, Adarsh Nagar,","Near Century Bazaar,",Worli,Mumbai,400018,24227942,,
Bhayani Medical & Surgical,"L.B.S. Marg,",Borivali West,,Mumbai,400092,25105101,,
Bhirav Medical Stores,"#33/K/3,","Road No. 9, Baiganwadi,",Govandi,Mumbai,400046,25560465,,
Bijal Medical Stores,"Naidu Colony,","Near Ambedkar Chowk,",Pant Nagar,Mumbai,400075,25106489,25125246,
Bijasani Medical & General Stores,"Pokar Co-operative Housing Society,","L.T. Road, Opposite Dahisar Railway Station,",Dahisar,Mumbai,400068,32006971,,
Bindu Chemist,"Silvia Chawl, Shop #3,","Station Road, Tagore Nagar,",Vikhroli,Mumbai,400079,25785544,25793254,
Bindu Chemists,"Chavan Bhavan, Station Road,","Near Railway Station,",Tagore Nagar,Mumbai,400083,25786257,,
Bipin Medical,"Gulmohar Building,","Gokhale Road, Near Maheshkar Hospital,",Naupada,Mumbai,400602,25424180,,
Blue Bell Medical Store,"Matru Ashish,","Nepeansea Road, Near Napean House,",A.K. Marg,Mumbai,400036,23683221,,
Blue Star Medical Company,"Siddivinayak Road,",Malad East,,Mumbai,400097,28442727,,
Bmc Medical,"Maternity Home,","Sector 3 Road,",Kandivali West,Mumbai,400067,28679699,,
Bmc Medical Officer,"Centenary Hospital Road,",Chembur,,Mumbai,400071,25564069,,
Bole Brothers,"#49, Shamaldas Gandhi Marg (Princess Street),","Post Box NO. 2072,",Kalbadevi,Mumbai,400002,22069213,22080316,
Bombay Chemists,"Kakad Arcade,  ","Near Marine Lines Station,",Church Gate,Mumbai,400020,22001173,,
Bombay Crafts,"Eros Cinema Building,","Near Bharat Gas,",Marine Lines,Mumbai,400020,22822092,,
Bombay Homoeo Pharmacy,"Ranade Road,","Dadar (West),",Bhavani Shankar Road,Mumbai,400028,24302147,,
Bombay Medical & General Stores,"#239/10,","Dr. C.H. Street, Dhobitalao,",Kalbadevi,Mumbai,400002,22068293,,
Bombay Medical & General Stores,"#75, ","Clerk Road, K.K.Marg,",Jacob Circle,Mumbai,400011,23016275,,9820668063
Bombay Medical & General Stores,"Shivaji Path,","Opp. Railway Station,",Chakala,Mumbai,400093,25424862,,
Bombay Medical and General Stores,"Dinathwadi Building,","L.J. Road, Near Paradise Cinema,",Mahim,Mumbai,400016,24378852,,
Bombay Medical Stores,"Ganjawalla Building,","M Malviya Marg,",Tulsiwadi,Mumbai,400034,23510160,,
Bombay Medical Union,"Blavatsky Building,","Grantroad Road,",Grant Road,Mumbai,400007,23612880,,
Bombay Medicals,"#75, Rahim Building, Ground Floor,","K.K. Marg, Near New Tower,",Jacob Circle,Mumbai,400011,23016275,,9820668063
Bon Bon Medical And General Stortes,"Calvary Chwl,","Ambedkar Road,",Khar,Mumbai,400052,26058615,,
Borivli Medical Brotherhood,"Doctor House,","Borivali Road,",Borivali West,Mumbai,400092,28984887,,
Branch Manager Dadar Medical,"Apna Bazar,","Ambedkar Road,",Dadar East,Mumbai,400014,24109481,,
Breach Candy Medical Store,"Shankar Mahal,","L. Jagmohandas Marg, Opposite Breach Candy Hospital,",Cumbala Hill,Mumbai,400026,23523310,,
Breach Candy Store,"Breach Candy,","Bhulabhai Desai Road,",Cumbala Hill,Mumbai,400026,23684148,,
Brightdist,"Motilal Nagar No. 1, ","Shailalji Roopavati Marg, Near Sai Baba Galaxy,",Goregaon West,Mumbai,400062,28740963,,
Broadway Chemists And General Stores,"Shop #1-2,","Kher Nagar,",Bandra East,Mumbai,400051,26475279,26479826,
Burhani Chemists,"#58, Khara Tank Road,","Near Masjid Railway Station,",Mandvi,Mumbai,400003,23473456,,
Burhani Medical And General Stores,"#54, Haji Building, Shop #5,","S.V.P. Road, Null Bazar,",Mandvi,Mumbai,400003,69566152,,9819315343
Byculla Pharmacy & Stores,"Dr. B. Ambedkar Road, Byculla,",Jijamata Udyan,,Mumbai,400027,23776537,23725836,
C.K. Shah & Company,"#101,","Shamaldas Gandhi Marg, Near Princess Street,",Kalbadevi,Mumbai,400002,22004321,22080767,
C.P. Thakkar & Company (Pharma) Limited,"#89, Peerbhai Building,","1st Floor,  ",Princess Street,Mumbai,400002,22080715,,9821010381
C.U. Shah College of Pharmacy,"C.D. Barfiwala Marg,","Beside UTI Bank,",Juhu,Mumbai,400049,26608551,26609577,
Cadila Healthcare Limited,"Neelkanth Commercial Complex,",Sahar,,Mumbai,400099,28265156,28265153,
Cadila Healthcare Limited,"Zydus Cadila House,","Dayaldas Road ,",Vile Parle East,Mumbai,400057,26133311,26133321,
Cambay Medicals,"#30/32, Ravji Premji,","Dr. M.B. Velkar Street,",Kalbadevi,Mumbai,400002,22066232,22077346,
Cambey Medical Stores,"Manish,","Mandpeshwar Road,",Borivali West,Mumbai,400092,28930400,,
Campus Medical and General Stores,"Tirupati Apartments,","Vidyanagari Marg, Opposite University Main Gate,",Vidyanagari,Mumbai,400098,26650713,,
Campusmedica landgeneral Stores,"Tirupati Appartment,","Vidyanagari Marg,   ",Santa Cruz East,Mumbai,400055,26658752,,
Cardio Rythm Medical Devices,"P L,Kakad Industrial,","A S Gaya Marg,",Mahim,Mumbai,400016,24310665,,
Care Biomedicals,"Sidheshwar Chwl,","Shop #3/1, Nehru Nagar Road,",Nehru Nagar,Mumbai,400024,25241475,,
Care N Cure,"New #8, Manish Shopping Centre,","J.P. Road, Near Corporation Bank,",Azad Nagar,Mumbai,400053,26373295,,
Care N Cure Medicine N General,"Mani Bhavan, Shop #2,","Mandpeshwar Road,",Borivali West,Mumbai,400092,28921134,,
Care-N-Cure Medical & General Stores,"#141,","Bazar Road,",Bandra West,Mumbai,400050,26405638,,9892251930
Causeway Chemists,"Malabar Mansion, Shop #37/119,","Shaheed Bhagat Singh Road, Colaba,",Mumbai G.P.O.,Mumbai,400001,22841899,,
Central Chemist and General Store,"Midland Shopping Centre,","Sector-19, Near APMC Market,",Vashi,Mumbai,400703,27660321,,
Central Chemists,"Belasis Road,","Opposite S.T. Depot,",Mumbai Central,Mumbai,400008,23088676,,
Central Drug House,"Krishna Nagari,","Swami Vivekanand Road,",Borivali West,Mumbai,400092,28634392,,
Central Medical & General Stores,"Alankar Building,","Sion Road,",Sion,Mumbai,400022,24078148,,
Central Medical & General Stores,"Hira Niwas, Ground Floor,","Pushpa Park, Corner Road No. 1, Daftary Road, Opposite Asha Hospital,",Malad East,Mumbai,400097,28807639,,
Chamunda Medical and General Stores,"Shripati Chhaya, M.G. Road,","Near State Bank of Saurashtra,",Naupada,Mumbai,400602,25423052,,
Chamundari Medicals,"Bhagat Singh Nagar,",Goregaon West,,Mumbai,400062,28780723,,
Chanda Medical & General Stores,"Arya Krida Mandal Building, Kanti Visariya Hall,","Shop #2, Gaon Devi Market, Opposite Bedekar Hospital,",Naupada,Mumbai,400602,25384024,25409036,9892174801
Chandan Chemist,"CBD Shopping Centre, Shop #32,","Sector 1, CBD Belapur, Near Bank of Maharashtra,",Belapur,Mumbai,400611,27570746,,
Chandra Medical & General Stores,"Harishankar Tiwari,","Swami Vivekanand Road,",Dahisar,Mumbai,400068,28952896,,
Chandrakala Medical Stores,"#E/7,","Kurla (East),",Nehru Nagar,Mumbai,400024,25231092,,
Chandrakant Medical & General Stores,"Kamla Bhuvan, Shop #4,","L.B.S. Marg, Near Shreyas Talkies,",Ghatkopar West,Mumbai,400086,25001840,,
Chandralok Chemists,"Jagmohandas Marg, ","Near Sardar Vallabhbhai Patel Stadium,",Cumbala Hill,Mumbai,400026,23623364,,
Chandur Chemists,"#6/A, Shop #10-11,","Seva Samiti Nagar, Koliwada,",Antop Hill,Mumbai,400037,24012679,,
Charkop Medical & General Stores,"Kesar Residency, Shop #44,","Sector 3, Charkop, Near Bhagwati Hotel,",Kandivali West,Mumbai,400067,28680217,28680253,
Chedda Chemist,"Shankar Sagar, Tilak Road, Ghatkopar East,","Opposite Punjab National Bank,",Rajawadi,Mumbai,400077,25118214,,
Cheif Medical Officer,"Cghs Dispensary Road,",Deonar,,Mumbai,400088,25555351,,
Chemco Bio Medical,"Devkaran Bl,","S Gandhi Marg,",Kalbadevi,Mumbai,400002,22060229,,
Chemist Centre,"Mubarak Manzil,","Church Road, Near St. Anthony's Church,",Andheri East,Mumbai,400069,28210675,,
Chetah Medical,"N.G. Acharya Marg,","Chembur Road,",Chembur,Mumbai,400071,25217687,,
Chetan Medical Stores,"Bandra Road,",Bandra East,,Mumbai,400051,26435230,,
Chhaya Medical and General Stores,"New #4,","Mankhurd Station Road, Near PMGP Police Station,",Shivaji Nagar,Mumbai,400043,25555565,,
Chheda Medical,"Santacruz Sunanda Pre Co-Operative Society Ltd,","Shop #4, Juhu Road, Opposite Mayur Hotel,",Santa Cruz West,Mumbai,400054,26615011,26602756,
Chheda Medical & General Stores,"#719, Jagdish Bhuvan, Shop #36 A/4,","Katrak Road, Near Hanuman Mandir,",Wadala,Mumbai,400031,24128655,,9323550081
Chheda Medical Consultancy,"Rajdeep Apartment,","L B Shastri Marg,",Kurla West,Mumbai,400070,25041859,,
Chheda Medico,"#10, Elavia Building,","T.H. Kataria Marg, Opposite Ganga Vihar Hotel,",Mahim,Mumbai,400016,24306437,,
Chheda Medico,"#9, Hotel Pearl Building,","Shop #2, D.K. Sandu Marg,`",Chembur,Mumbai,400071,55038010,25288544,
Chheda Pharma and Department Stores,"Maharashtravir Commercial Complex,","M.G. Road, Near Abhishek Blood Bank,",Rajawadi,Mumbai,400077,25118744,,
Chief Medical Officer,"B M C,","Vikhroli Roasd,",Tagore Nagar,Mumbai,400083,25783940,,
Chimco Bio Medical,"Devkaran Mansion,","Shop #1, S Gandhi Marg,",Kalbadevi,Mumbai,400002,22067127,,
Chirag Medical Stores,"#B2/0513,","Sector-15,",Vashi,Mumbai,400703,31086721,,
Chirag Medicals,"Eugenie Appartment,","Holly Cross Road,",Mandapeshwar,Mumbai,400103,28910732,,
Chirans Chemist,"Raje House,","Thane Road,",Thane H.O.,Mumbai,400601,25412298,,
Choice Chemist,"#99, J.J. Mehta Road,","Nepean Sea Road,",Malabar Hill,Mumbai,400006,23670998,,
Choudhary Medical & General Stores,"#9, Shop #18,","Sector-7, Sanpada, Navi,",Navi Mumbai,Mumbai,400705,27610056,27630120,
Choudhary Medical and General Stores,"New #57, New Collector Compound, Shop #7,","Gate No. 7, Malwani, Near Goandevi Mandir,",Kharodi,Mumbai,400095,28807444,,
Chowpatty Medical Centre,"New #3, Baig Mansion,","Barulnath Road, Near Bank of India,",Grant Road,Mumbai,400007,23620826,23682264,
Chowpatty Medical Centre,"Baig Mansion,","N A Purandare Marg,",Grant Road,Mumbai,400007,23617437,,
City Chemist,"#505-A,","Opposite New Model Cinema,",Kurla,Mumbai,400070,26501211,32480936,9892354490
City Chemist Provision and General Stores,"Raghavji Building, Shop #4, 15/17,","Raghawji Road, Gowalia Tank,",A.K. Marg,Mumbai,400036,23819726,23880175,9819112120
City Medical,"New #6, Lecent Building,","Oshiwara Road, Near Lokhandwala Bridge,",Azad Nagar,Mumbai,400053,26344993,26344994,
City Medical & General Stores,"#5, Shop #3094,","Gajanan Colony Lotus, Govandi, Near Kokan Bank,",Shivaji Nagar,Mumbai,400043,65151625,,9870154876
City Medical and General Stores,"B.N. D'Souza Compound,","Kherani Road, Sakinaka, Near St. Anthony's Church,",Andheri East,Mumbai,400069,28524793,,
City Medico,"#14, Shop #F-3,","Roy Nagar, Kalina, Near Canara Bank,",Airport,Mumbai,400029,26663314,56217775,
Clare Medical & General Stores,"#55-55A, Oxford Chamber,","Shop #1, Ground Floor, Mirza Galib Marg, Byculla,",Mumbai Central,Mumbai,400008,23013915,,
Classic Medical,"Sector - 17,",Vashi (E),,Mumbai,400705,27892700,,
Clear Point Pharma,"#B-4, Amba Sadan,","Jerbai Wadia Road, Bhoiwada, Opposite Bhoiwada Bus Stop,",Parel,Mumbai,400012,24116077,30903011,9820509571
Coherent Medical Systems,"Heritage Plaza,","Telli Gully Road,",Andheri East,Mumbai,400069,26823950,,
Colaba Chemist,"#27-A, Glamour House,","Arthur Bunder Road,",Colaba,Mumbai,400005,22834301,22834302,
Colaba Medical Centre,"#25, Lala Nigam Road,","Colaba Market, Near Telephone Bhavan,",Colaba,Mumbai,400005,22872917,66338286,
Colaba Medicos And Ayurvedic Stores,"Strand House, Shop #8,","Strand Cinema Road,",Colaba,Mumbai,400005,22834134,22906344,
Colombo Stores,"#140/142,","Bazar Gate Street,",Mumbai G.P.O.,Mumbai,400001,56559863,56559418,
Colony Chemist,"#12/927, Arundati Niwas,","Jai Maharashtra Nagar, Opposite Tata Power,",Borivali East,Mumbai,400066,28851840,,
Colony Medical and General Stores,"#8/1, Shop #3,","D.N. Nagar, Versova Road, Near GTB School,",Andheri West,Mumbai,400058,26234589,,
Comfay Medico,"Devdhara Building,","Laxmibai Lad Road, Near Muncipal Hospital,",Dahisar,Mumbai,400068,28930221,,
Crescent Drug Store,"New #34,","Vallabhbhai Road, Vallabhbhai Road,",Vile Parle West,Mumbai,400056,26171273,,
Crest Medical and General Stores,"Crest Co-operative Housing Society,","Orlem Tank Lane, Near Lakshmi Narayan Temple,",Malad West,Mumbai,400064,28628630,,
Criticam Medical Systems,"Morya House,","Andheri Link Road,",Azad Nagar,Mumbai,400053,26734537,,
Crown Chemists,"Krishna Nivas,","R.M. Roy Marg, Near Central Hotel,",Khetwadi,Mumbai,400004,23809022,,
Cuffe Parade Medical & General,"Maker Aracde,","P Pethe Marg,",Colaba,Mumbai,400005,22163232,,
Cumbala Hill Hospital Chemist,"New #95,","August Kranti Marg, Near St Stephen's Church,",A.K. Marg,Mumbai,400036,23804835,,
Cure Chemist Medical & General Stores,"#E/3, Mukund Nagar Co-operative Housing Society,","Marol Pipe Line,",J.B. Nagar,Mumbai,400059,28212672,28372006,
Cure Pharma & General Stores,"#1, Shopping Plaza, Shop #A-10,","Nahar's Amrit Shakti, Chandivali,",Kurla West,Mumbai,400070,28470730,28470731,
Curewell Medical and General Stores,"New #111,","H.B. Gawde Marg, Near Holy Cross Church,",Juhu,Mumbai,400049,26611278,,
D Y Patil Medical Collage,"Central Library Road,",Vashi,,Mumbai,400703,27713784,,
D Y Patil Medical Collage,"D Y Patil College,","Sector 5 Road,",Nerul,Mumbai,400706,27877352,,
D Y Patil Medical Collage,"Sector 7 Road,",Nerul,,Mumbai,400706,27709576,,
D. Ishwarlal & Co,"#4, Jain Estate, Jakeria Road,","Opposite Post Office,",Malad West,Mumbai,400064,28883067,,
D.B. Jain And Company,"#195,","Kalachowki Naka,",Parel,Mumbai,400012,23723839,,
D.G. Ayurvedic Sangrah,"#14,","J.P. Road, Opposite Ram Mandir,",Andheri West,Mumbai,400058,26282627,26716964,
D.P.Z. Cit Chemist Medical & General Stores,"1st Kasturba Road,","Opp. Borivli Police Station,",Borivali East,Mumbai,400066,28628971,28050950,
D.T. Shah,"#150,","Opposite Apple Heritage,",Chakala,Mumbai,400093,28326634,28203716,
Dadar Medical Stores,"#87-F, Shanti Kunji Building,","Naigaon Cross Road,",Dadar East,Mumbai,400014,24109615,,
Dadar Pharmacy,"Gyan Mandir Building, Ghokale Road,","Opposite Janin Center,",Bhavani Shankar Road,Mumbai,400028,24380299,24228035,
Daily Needs,"#6-A, Gagangiri Park,","Samata Nagar Road, Thane ,",J.K. Gram,Mumbai,400606,25409503,25410575,
Dalvi Hospital Pharmacy Private Limited,"Patkar Marg,","Near Laxmi Temple,",Grant Road,Mumbai,400007,23692454,,
Danish Pharamacy,"#311, Manesh Industrials Estate,","Mira-Bhay,Mira Road (E),",Mumbai G.P.O.,Mumbai,400001,28110167,28116398,
Darpan Chemist,"New #7, Neelkanth Shopping Centre,","Cama Gali, Near Shivaji Marriage Hall,",Ghatkopar West,Mumbai,400086,25114723,,
Darshan Chemist,"Darshan Chemist, Shop #5,","Dattani Park, Western Express Highway,",Kandivali East,Mumbai,400101,28863563,,
Das Distributors Private Limited,"Vardhaman Warehousing,","L.B. Shastri Marg, Behind Punjab & Sindh Bank,",Tagore Nagar,Mumbai,400083,25786368,,
Dattakripa Medical & General Stores,"Dr. Gangadhar Nagar,","Wagle Estate, Road No.33,",J.K. Gram,Mumbai,400606,25801851,,
Dattraj Medical & General Stores,"Shree Santoshi Mata Building,","Shop #7, Kajupada,",Kajupada,Mumbai,400084,25099973,,
Daulat Chemist,"Shop #40,","Behram Pada,",Bandra East,Mumbai,400051,32016355,,
Day & Night,"Shraddhanand Road,","Opposite Railway Station,",Ghatkopar West,Mumbai,400086,25103281,25262661,
Day & Night Noble Medicals,"Smt. B.C.J. General Hospital,","S.V. Road, ",Santa Cruz West,Mumbai,400054,26498682,26494746,
Day - Night Royal Chemist,"Lancelot Co-operative Housing Society,","Shastri Nagar, S.V. Road,",Borivali West,Mumbai,400092,28658193,,9892688310
Day and Night Medical and General Store,"S.V. Road,","Near New Era Cinema,",Malad West,Mumbai,400064,28820353,,
Daya Medicals,"Daya Sagar,","Gokuldham Road,",Goregaon East,Mumbai,400063,28428243,,
Dean Nanavati Hospital Medical,"Nanavati,","Swami Vivekanand Road,",Vile Parle West,Mumbai,400056,26182255,,
Dean T N Medical College,"Nair College Building,","A L Nair Road,",Mumbai Central,Mumbai,400008,23005572,,
Dean Terna Medical College & Hospitals,"Terna Medical College,","Nerul Road,",Nerul,Mumbai,400706,27875568,,
Decent Chemist,"Sai Ashish C.H.S., Shop #13,","Mahakali Caves Road, Near Satya Saibaba Mandir,",Chakala,Mumbai,400093,28324892,,
Decent Chemist and General Stores,"Assisi Bhavan, S.V.P. Road,","Near St. Bosco Church,",Borivali H.O.,Mumbai,400091,28957676,,
Decent Chemists,"Agrawal Market, Tejpal Road,","Near Swad Restaurant,",Vile Parle East,Mumbai,400057,26140839,,
Deep Jyoth Medical & General Store,"Near Mahendra,",Kandivali East,,Mumbai,400101,69564815,,9892053048
Deep Medical and General Stores,"New #6, Kirtikar Apartments,","Nooribaba Darga Road, Near Makhmali Talao,",Thane H.O.,Mumbai,400601,25342746,25449915,
Deepak Medical & General Stores,"Sidhachal Darshan, Shop #4,","Seth Motisha Road, Byculla, Opposite Jain Mandir,",Jijamata Udyan,Mumbai,400027,23773861,,
Deepak Medical Agencies,"Ambe Krupa Building, Zaver Road,","Opposite Saraswat Wadi,",Mulund West,Mumbai,400080,25645168,,
Deepak Medical Stores,"Aarey Road,",Goregaon East,,Mumbai,400063,28753041,28787725,
Deepak Medical Stores,"Chiman Niwas,","M.G. Road, Near Old Post Office,",Ghatkopar West,Mumbai,400086,25134722,,
Deepak Medical Stores,"Near Shastri Nagar,",Santa Cruz West,,Mumbai,400054,26614730,,
Deepak Pharmacy,"Pandurang Bhavan,","Shop #9, N.G. Acharya Marg,",Chembur,Mumbai,400071,25211026,,
Deepesh Pharmacy,"#32, Vikas Paradise, ","Bhakti Marg,",Mulund West,Mumbai,400080,25641118,32504398,9821392032
Delta Medical Appleance,"D S Complex,","M Caves Road,",Chakala,Mumbai,400093,26875812,,
Densa Pharmaceuticals Private Limited,"Anurag Mansion, Shiv Vallabh Road,","Near Gokul Anand Hotel,",Dahisar,Mumbai,400068,28968789,28972458,
Depot Manager Govt Medical Store,"Govt Medical Store,","J Behram Marg,",Mumbai Central,Mumbai,400008,23082091,,
Dept Of Anatomy Seth,"G S Medical,","A Donde Marg,",Parel,Mumbai,400012,24181258,,
Deputy Medical,"Bses,","Swami Vivekanand Road,",Andheri West,Mumbai,400058,26715000,,
Deputy Medical Superintendent,"Bses,","Bses Mun Gen Road,",Andheri West,Mumbai,400058,26714000,,
Dev Medicals,"Krishna Heights,","Upper Govind Nagar Road,",Malad East,Mumbai,400097,28712614,,
Devendra Medico and General Stores,"Lokmanya Nagar,","Near Dr. Khatals Dispensary,",J.K. Gram,Mumbai,400606,25826297,25882309,
Devi Medical & General Stores,"#22/L/4,","Shivaji Nagar,",Govandi,Mumbai,400043,25560332,,
Devinayaka Medicals,"#A 16,","Sector 15, Vashi,",Vashi,Mumbai,400703,27881389,,
Dey's Medicals & General Stores,"Shop #2, Ground Floor, S.V. Road,","Near Sarvodaya Nagar Gate,",Bhandup West,Mumbai,400078,25959085,,
Dhanalakshmi Chemist,"Mehul Theatre,","J.N. Road,",Mumbra,Mumbai,400612,25670025,,
Dhananjay Medical & General Stores,"#5, Shop #2, Jaget Enclave, R.S.C. 4,","Pakhadi Lokmanya Nagar, Near Jagat Enclave Apartment,",J.K. Gram,Mumbai,400606,25811476,,
Dhanlaxmi Medical & Genrel Stores,"Gor Building,","M Gandhi Road,",Mulund West,Mumbai,400080,25913851,,
Dharali Medico,"#5, Savant Sadan,","Dayaldas Road, Vile Parle East,",Vile Parle East,Mumbai,400057,26179846,26846694,9820678572
Dharavi Medical and General Stores,"New #247 A/154C, B.M.C. Chawl,","Shop #3/4, Dharavi Road, Opposite Jama Masjid,",Dharavi,Mumbai,400017,24024368,24097625,
Dhiraj Chemist,"Jambali Naka,","Station Road,",Mumbra,Mumbai,400612,25364089,,
Diagnostic S Ther Medical,"Ctr,Indian Cancer Secy,","Maharshi Karve Road,",Nariman Point,Mumbai,400021,22828290,,
Dial For Health,"Anna Balwant Building, Ground Floor,","Jagannath Shankarnath Sheth Road, Girgaum, Opposite Mangalwadi,",Khetwadi,Mumbai,400004,23829277,,
